protocol_type,duration,src_bytes,dst_bytes,num_packets,num_connections,attack_type
0,5.146010273,539.2847524,1143.592068,17,4,Normal
0,4.199451813,549.6770353,608.011429,14,2,Normal
0,1.576562714,310.2495351,947.3216834,16,0,Normal
0,6.005799933,298.8024738,725.8405575,8,1,Normal
0,454.0271017,4834.607173,76.29654933,522,317,DDoS
0,8.145826736,804.4416665,452.9409195,16,5,Normal
0,340.4982907,7479.60468,178.5772008,497,338,DDoS
2,3.112955109,212.3291491,80.8294273,8,1,Normal
0,4.332634937,626.1210473,914.1177063,9,4,Normal
0,79.13539505,0.905110833,4698.809268,220,168,PortScan
0,7.729554966,496.8900108,298.9625551,11,2,Normal
2,5.817559955,459.1237511,606.2657928,16,3,Normal
0,0.064946944,348.0856826,645.8294448,17,5,Normal
1,142.2190008,103.5950794,4317.432869,202,148,PortScan
0,7.52060961,471.8922934,191.147073,15,4,Normal
1,7.170236762,331.9636408,684.2579577,17,2,Normal
0,2.460442013,443.9493637,318.2934178,17,2,Normal
1,4.572808048,110.5194916,961.9290866,23,1,Normal
0,6.158876899,512.1481967,1006.514418,16,0,Normal
0,3.416261235,237.2353493,493.2678825,20,1,Normal
0,158.0296644,73.69143819,3563.808282,237,141,PortScan
0,6.509523925,669.5753699,1037.142069,12,2,Normal
0,3.142523576,489.079939,957.371572,18,4,Normal
2,59.64720291,265.362142,2522.288693,123,8,Phishing
0,3.754843667,430.1687666,316.8476739,17,0,Normal
0,279.0642939,5190.640663,53.41953658,537,290,DDoS
2,3.605188376,745.7522671,46.89658463,22,0,Normal
0,138.2362684,102.6228221,3724.002063,212,128,PortScan
0,4.826322595,709.6288651,627.575871,12,3,Normal
1,5.820009912,508.6262209,355.796457,21,5,Normal
0,873.4250212,4240.016853,46.63193894,514,304,DDoS
1,717.3353138,4571.552847,165.7158102,486,340,DDoS
1,67.60476241,431.5835855,2908.656132,91,7,Phishing
2,5.968462981,582.8101579,828.774113,18,6,Normal
0,94.3366211,133.1508576,4291.249147,204,145,PortScan
0,31.87570324,1853.073016,315.2989334,40,21,Botnet
0,40.3375902,1848.099883,4.388651997,36,14,Botnet
0,633.7312369,3655.35714,162.2024692,505,290,DDoS
0,6.886548106,662.9007636,742.431108,12,5,Normal
1,336.3963076,5925.177984,145.2916472,474,292,DDoS
1,24.13265045,1110.157625,26.66888319,55,21,Botnet
1,85.14339436,137.6314471,5933.737217,166,130,PortScan
0,4.805895412,980.0799605,925.0556784,19,5,Normal
0,44.11302152,228.9301104,2194.916823,94,6,Phishing
1,0.806272666,536.4959738,373.7359672,14,4,Normal
0,86.39426547,33.50288037,5728.280138,176,154,PortScan
0,618.1005547,3864.726777,65.498783,472,316,DDoS
1,9.921044068,651.2823829,477.7140175,12,2,Normal
0,5.951769996,469.2334472,400.5198026,17,2,Normal
0,3.667035178,471.7001126,883.9158858,13,6,Normal
0,6.535628263,188.9790516,659.9567962,10,4,Normal
0,0.643205107,750.6583727,780.7089261,10,6,Normal
1,34.05411842,1178.597103,371.3618251,55,15,Botnet
0,2.981464622,331.7378765,630.2173994,17,4,Normal
1,6.144410846,432.9909694,795.6704647,19,8,Normal
0,6.752772507,519.1291056,24.02193559,12,5,Normal
0,5.550590278,232.38907,274.3004907,10,0,Normal
1,17.15660132,1154.312255,222.4045181,42,25,Botnet
0,115.352523,134.767472,5768.218177,193,156,PortScan
0,152.496214,4120.595673,124.4626736,498,305,DDoS
0,2.671176739,679.2306072,43.53404904,11,5,Normal
1,4.778682042,414.1751008,784.6732123,12,2,Normal
0,6.618872868,669.6289427,212.3802338,18,3,Normal
0,6.744413241,326.8537926,1016.843498,15,1,Normal
1,3.279152337,512.6867576,377.7496843,18,1,Normal
1,15.60540695,1720.511743,19.42580916,52,19,Botnet
1,3.051809719,983.0318594,732.4438954,8,3,Normal
0,4.791183591,639.4988697,934.9062244,14,1,Normal
0,1.831528692,688.6215037,508.5550394,16,3,Normal
1,720.2374232,3571.308857,2.374748627,487,298,DDoS
1,,,,16,1,Normal
0,72.87802558,284.4817396,2755.078077,109,11,Phishing
1,46.85562186,515.4094082,95.37571478,52,21,Botnet
0,7.474306985,999.3176706,603.7509182,25,1,Normal
1,563.3683976,3304.414069,78.73728811,529,317,DDoS
0,7.675808016,358.7276394,920.9082027,17,3,Normal
1,49.7385426,145.8633899,3836.988659,106,7,Phishing
2,5.089293231,325.3042167,567.0368763,12,5,Normal
0,,,,12,1,Normal
0,5.945887858,403.8468701,691.7029635,14,2,Normal
0,836.3962158,4280.452487,143.756979,464,298,DDoS
0,51.14195585,328.8258888,3842.058161,101,4,Phishing
0,,,,16,2,Normal
1,5.52729808,479.0260882,331.546635,16,4,Normal
1,7.230842832,671.3337608,932.5587798,8,3,Normal
0,88.99791176,26.6709629,5015.106383,198,153,PortScan
1,6.669079459,258.5399709,877.2864856,16,3,Normal
0,3.827679124,497.7095284,333.1080285,16,5,Normal
1,4.273208347,696.5480561,562.2204555,13,2,Normal
0,5.482736949,535.118741,1078.46967,18,3,Normal
0,45.72102555,317.8152399,2572.62423,99,16,Phishing
0,58.94598983,208.9509635,1949.705574,99,11,Phishing
0,204.9639857,99.24102599,5270.700633,179,153,PortScan
0,8.596950765,518.2710558,502.9433271,15,2,Normal
1,2.321196887,6.705162756,870.5535409,20,1,Normal
0,314.4383351,5011.588283,159.8886091,521,306,DDoS
0,0.468272896,597.1513382,673.6310135,13,3,Normal
0,348.6759001,5690.400372,232.4989842,522,307,DDoS
0,5.40224644,631.6338813,588.9416524,21,6,Normal
0,771.1535047,5993.552374,148.4106553,472,296,DDoS
1,4.576297378,269.9699681,179.3965495,14,6,Normal
0,64.53095963,32.38400733,6437.981112,198,137,PortScan
0,70.32398865,423.7010957,3795.038034,94,10,Phishing
2,58.41844901,192.5868284,2112.449768,97,5,Phishing
1,18.27686372,1682.697138,10.27725457,46,21,Botnet
1,2.782548386,559.4088827,281.4002803,18,0,Normal
1,4.377870403,425.9039178,844.8469831,13,2,Normal
2,3.05598974,620.5434136,271.9490782,14,3,Normal
1,4.376048021,477.1675824,751.3814711,13,5,Normal
1,,,,13,2,Normal
0,467.6040754,3652.728183,77.54298023,502,289,DDoS
0,190.6869593,38.60172081,6914.021862,192,152,PortScan
0,1.174268883,621.3689956,106.6987743,11,4,Normal
0,532.9075994,3743.848708,243.1683961,493,292,DDoS
2,58.86214658,1304.773558,213.7214441,64,25,Botnet
1,415.8211182,5177.600948,124.6527674,479,295,DDoS
1,18.64829814,1201.232856,188.7220317,45,24,Botnet
1,3.231524775,257.7483829,398.0356277,11,4,Normal
1,317.0186733,5419.305863,168.6467627,512,330,DDoS
0,763.0381381,4034.82991,117.2367883,522,283,DDoS
0,3.906947995,212.5360697,987.6035906,13,0,Normal
1,30.21509618,1181.510136,271.6941159,41,24,Botnet
0,,,,16,2,Normal
0,,,,21,2,Normal
0,6.957069802,207.5472899,259.138194,6,2,Normal
1,168.1435515,156.5440691,5882.015516,192,140,PortScan
0,40.94409474,2207.596915,130.2666257,50,22,Botnet
2,2.551912464,677.3480538,203.0269264,15,1,Normal
1,1.584467554,259.7753359,304.2093696,13,1,Normal
1,74.22201556,207.5175724,2450.847662,104,11,Phishing
0,,,,195,134,PortScan
0,141.6319578,151.374497,3589.133237,217,123,PortScan
1,33.78265243,1320.000167,145.9266356,43,18,Botnet
0,9.29869688,683.3552976,85.81601171,7,5,Normal
1,36.6440015,2469.903891,174.2644833,45,12,Botnet
0,5.249334389,477.9104756,544.7551389,13,2,Normal
1,35.8170515,710.4542966,41.77004506,61,20,Botnet
1,407.7225063,6501.370514,49.27370992,501,292,DDoS
1,5.404091051,204.6978695,456.1674639,12,0,Normal
1,789.9113522,4789.100461,154.30935,497,289,DDoS
0,,,,14,2,Normal
0,3.455401739,544.907348,256.4199231,17,5,Normal
0,94.44352923,32.40321877,5067.507651,200,149,PortScan
0,24.46972933,1574.732682,131.8372739,38,18,Botnet
0,43.41739721,1010.977958,228.1252691,58,17,Botnet
0,3.686738132,481.7535299,545.4493729,14,4,Normal
0,523.4181119,3548.778051,102.1120307,514,286,DDoS
0,989.9250733,4467.359311,121.2497711,492,306,DDoS
0,4.75147411,690.7600447,609.5398088,18,3,Normal
0,3.693388477,392.2635344,796.2838793,21,3,Normal
0,3.225021514,521.7259425,780.1858751,17,1,Normal
1,1.767803592,261.7985404,373.3979248,20,7,Normal
1,,,,13,2,Normal
0,150.6683354,41.40730336,3640.752576,204,177,PortScan
0,5.746306036,675.5127037,281.9204306,10,5,Normal
1,2.788159753,475.3852355,279.1724931,18,2,Normal
0,742.1419759,5383.964823,10.14896812,519,269,DDoS
1,20.14972675,2026.696253,201.5572341,50,20,Botnet
1,2.019626042,483.8695069,959.74269,11,3,Normal
0,5.362772453,395.5980634,1123.157868,13,3,Normal
0,130.1502142,203.0584328,4759.813461,186,157,PortScan
0,7.078499004,630.9850279,45.64720026,21,3,Normal
1,922.4549073,4581.289133,129.9453701,493,282,DDoS
0,82.49575993,112.8465911,5341.650635,218,135,PortScan
0,5.322462014,566.1349766,1316.183785,22,1,Normal
1,,,,19,5,Normal
1,108.4284148,54.67982373,3790.082574,196,146,PortScan
0,13.39159069,1355.099035,135.3510679,48,13,Botnet
0,50.95066176,2099.656723,285.0312359,43,24,Botnet
0,199.0126835,4563.255424,141.6370361,495,305,DDoS
1,5.238172763,95.99568816,488.3409472,14,0,Normal
1,3.0295805,636.7336819,467.5883171,14,2,Normal
0,3.766363008,373.6038774,119.6785728,16,2,Normal
1,123.8476465,189.1602441,5659.223803,187,143,PortScan
0,6.832603399,557.4120426,343.3094069,11,5,Normal
1,7.702864059,382.3279774,686.3609494,18,5,Normal
0,7.086483105,68.70354594,454.3859811,15,2,Normal
1,126.9162183,117.3479996,4709.707186,200,171,PortScan
1,3.985156443,280.1682471,710.2180812,18,8,Normal
0,,,,17,4,Normal
2,3.64940592,167.5091541,586.5747694,13,5,Normal
1,1.598905593,510.9248754,793.3236931,15,4,Normal
0,629.1343403,4308.214225,19.79794574,499,272,DDoS
0,2.619501411,916.806546,1027.382815,12,4,Normal
0,770.7211788,4251.943186,120.8094336,505,271,DDoS
0,939.4338041,5403.05394,195.0396488,495,311,DDoS
1,,,,104,13,Phishing
0,5.884704049,246.1663679,1278.368795,10,0,Normal
0,5.821009452,348.64653,309.877013,21,2,Normal
0,3.854354626,402.0296898,144.885654,16,1,Normal
0,622.1147502,3571.171059,158.6100202,487,314,DDoS
1,5.140076411,473.8711017,39.81790816,12,2,Normal
2,4.35791635,594.7964754,374.6898543,12,1,Normal
0,3.959918781,193.6338121,96.99873064,13,3,Normal
0,76.64255701,23.77801719,5225.045342,202,178,PortScan
1,1012.294775,3517.925575,162.3366394,494,306,DDoS
0,4.945366354,614.5211313,1155.667158,20,4,Normal
1,5.565842463,596.3022402,923.6624778,16,3,Normal
0,6.583246511,712.9169573,455.3219288,11,4,Normal
0,20.04020954,2235.506958,95.14182491,52,18,Botnet
2,24.13836152,1151.506171,202.4298276,41,15,Botnet
0,5.547862012,310.0573077,871.1616325,20,5,Normal
1,7.811905729,492.9992622,364.5350877,21,0,Normal
0,0.827602585,630.3086541,893.4544173,17,2,Normal
1,31.80664128,1545.981711,15.79457768,64,19,Botnet
1,95.38757543,127.7415353,6553.33161,195,135,PortScan
0,1.164294791,58.3051609,373.5579344,15,3,Normal
0,,,,19,4,Normal
1,5.118533713,83.9639983,1003.272325,14,0,Normal
1,20.01291488,1276.845705,134.6858483,52,26,Botnet
0,99.72084172,105.4680773,5529.93236,198,152,PortScan
2,2.646456081,668.1728398,161.2664174,12,4,Normal
1,8.611932696,458.1974153,935.9027984,14,4,Normal
0,4.709777237,488.5527653,447.006829,18,1,Normal
0,0.919686256,360.5144028,974.2199903,21,2,Normal
0,5.672751124,58.89856497,564.1440043,17,2,Normal
1,4.034088519,659.9395926,847.8610928,13,7,Normal
1,4.252808698,749.6825726,367.1988016,10,2,Normal
0,4.504793471,499.1584196,962.7263784,14,2,Normal
0,8.659205096,564.9411609,38.52959604,13,5,Normal
0,812.4130482,5454.927707,186.6741565,464,302,DDoS
0,82.88955489,97.49487303,3238.378538,196,158,PortScan
0,114.7955185,63.59921194,6705.488048,196,149,PortScan
0,7.209636309,367.0312398,888.5956408,15,2,Normal
2,4.123061844,717.3853779,487.2003718,13,2,Normal
1,4.961798645,310.22314,628.397973,10,2,Normal
0,515.4485132,4423.653756,266.1681754,486,284,DDoS
0,3.971305498,534.2644346,567.8708873,21,4,Normal
0,4.799598103,418.0238611,897.090626,11,1,Normal
0,625.4573242,4711.992012,133.4959342,454,292,DDoS
0,3.123209189,228.6906595,1248.671957,14,3,Normal
2,6.17006175,359.1131561,1342.580028,17,1,Normal
0,824.7938095,5615.908076,135.5906956,525,293,DDoS
2,67.81300976,434.5548615,3223.376174,95,12,Phishing
1,165.8086468,190.4994107,4727.066755,183,147,PortScan
0,,,,16,5,Normal
2,6.594800299,388.5103519,703.2742278,13,6,Normal
0,79.95107017,90.84537736,6566.594187,204,137,PortScan
0,92.21602993,45.91513164,5971.118386,190,152,PortScan
0,2.361915256,318.3677542,787.3814796,15,3,Normal
0,4.331573425,595.0514865,542.4441628,10,5,Normal
1,1.873653358,476.2929971,268.4012111,24,6,Normal
1,718.5704616,2584.74501,108.7944971,500,305,DDoS
0,74.94109289,294.4793482,3255.99845,126,11,Phishing
0,135.930096,169.0580116,4668.078318,193,145,PortScan
1,747.3902867,3625.041978,190.7871037,530,283,DDoS
1,3.444085622,552.9398284,317.2994985,12,3,Normal
0,56.29538715,375.1607427,2498.334443,119,11,Phishing
2,51.6107584,285.4731623,2308.617058,109,19,Phishing
1,6.135870519,432.6332313,436.0055309,11,5,Normal
0,5.055568034,678.8908565,1014.688026,20,3,Normal
2,5.586497737,473.4484329,664.2663527,23,3,Normal
1,0.513318205,500.1098177,544.1135788,15,2,Normal
0,132.1904613,83.74405492,4608.062423,195,167,PortScan
0,5.369544237,398.5914806,545.8653806,13,1,Normal
1,30.66604371,1887.343746,340.3042761,63,24,Botnet
1,7.595655087,654.8967727,717.7876439,14,1,Normal
1,5.314393874,647.2117575,218.1458894,21,5,Normal
0,,,,13,5,Normal
0,0.618553016,363.5582355,296.180717,14,5,Normal
2,23.07784283,1219.901154,216.5543518,53,24,Botnet
2,40.38959744,239.1420724,3122.177247,105,5,Phishing
0,4.259714216,669.0497016,471.6223304,13,4,Normal
0,7.234392322,555.28596,799.8617043,19,4,Normal
1,5.119232296,292.8462859,114.0234213,8,2,Normal
0,6.62020395,552.2965178,489.9776482,12,2,Normal
0,5.09548425,754.1545405,652.5834109,8,2,Normal
0,3.897533987,539.1208443,280.53131,10,3,Normal
2,2.639019498,750.1450468,1000.786864,13,2,Normal
2,5.072131067,459.749431,13.26983599,17,3,Normal
1,43.03316895,112.570618,3696.44576,94,6,Phishing
1,6.208447602,584.9027833,755.5824092,10,4,Normal
1,696.6949905,5768.547506,60.14148576,496,304,DDoS
1,2.743072305,418.8841309,830.3551116,12,1,Normal
1,4.875278559,379.8766477,450.1579623,18,0,Normal
0,5.997893137,176.2434049,509.8469053,9,4,Normal
0,776.2656214,5114.731513,191.2402561,501,331,DDoS
1,9.488065842,331.983838,667.7836186,18,2,Normal
1,6.973288342,298.9157082,914.2849192,17,5,Normal
0,37.41352064,1485.626016,244.0516298,48,11,Botnet
0,136.617832,163.5109135,3413.707349,193,139,PortScan
0,0.876728064,637.3359949,862.0540474,12,2,Normal
0,796.0008492,6739.035186,137.1113219,500,304,DDoS
1,153.7963872,24.22543722,6456.832542,209,157,PortScan
0,91.79400286,51.75554601,4167.540501,197,143,PortScan
0,96.69297691,27.67399937,5477.382514,209,128,PortScan
0,6.972736341,478.5246745,519.12451,19,3,Normal
1,4.050986439,425.3689529,916.5474975,14,2,Normal
1,3.483189459,606.3370612,956.4331139,13,5,Normal
1,2.669825857,712.2931559,620.0034234,18,2,Normal
1,5.577648384,290.559906,538.7636965,15,1,Normal
0,6.507109837,977.3123171,181.7075976,7,6,Normal
0,154.1743221,156.3134239,6937.161505,221,156,PortScan
1,1.452329526,797.5733806,571.2166536,11,3,Normal
0,5.73983413,410.8136189,117.4616944,19,6,Normal
1,31.13772466,1989.360599,287.9502004,48,26,Botnet
1,92.22825618,29.60003731,5398.999975,200,142,PortScan
2,4.693196107,375.3648451,589.1514442,14,1,Normal
2,25.02341461,1235.240481,22.75380835,54,11,Botnet
0,6.799847056,428.0692126,197.1583961,16,1,Normal
0,4.704120018,159.9399891,672.3695178,17,8,Normal
2,7.192865846,713.0415866,735.6728871,10,2,Normal
0,,,,17,5,Normal
0,7.377624058,405.2834027,598.7938789,13,4,Normal
2,22.16816849,2024.526254,268.2241419,60,19,Botnet
0,3.243740046,896.0577786,276.524264,12,3,Normal
1,,,,17,3,Normal
0,4.853894125,663.21895,705.8274379,19,4,Normal
0,6.119659679,235.556111,332.4904105,18,2,Normal
0,2.388024113,494.7516639,756.9812341,25,2,Normal
1,136.6920511,68.36147929,5468.985247,174,159,PortScan
0,124.2701004,142.3841899,3758.452765,216,113,PortScan
1,53.5926742,213.1975403,3601.34834,105,17,Phishing
0,6.435511728,392.6083013,1439.966277,14,4,Normal
0,0.917067852,739.6885166,1010.968979,14,6,Normal
1,401.9132987,2976.760844,110.1918278,523,312,DDoS
0,6.288638197,460.6081452,1258.239845,16,1,Normal
0,4.841270812,201.326268,614.8623209,9,2,Normal
0,22.45417748,1967.510457,91.51108509,53,13,Botnet
0,,,,47,22,Botnet
2,6.141970214,1781.276263,126.9075456,47,16,Botnet
0,677.0479714,3363.287703,194.694292,517,303,DDoS
0,692.3293452,5899.286224,62.42291922,518,286,DDoS
1,3.500548745,529.6861344,503.0182794,15,5,Normal
1,5.200357932,607.9136762,690.5096753,12,2,Normal
0,22.75910542,1794.423655,257.7612353,42,18,Botnet
1,80.38188247,242.8276718,2994.817379,83,7,Phishing
0,4.284257573,343.1194913,473.8533438,17,4,Normal
1,5.834722877,926.286664,738.5515393,13,3,Normal
1,,,,13,3,Normal
